Time,Day,Hour,K_Value
2023-01-02 12:51,Monday,12,1
2023-01-02 13:16,Monday,13,1
2023-01-02 13:42,Monday,13,1
2023-01-02 14:10,Monday,14,1
2023-01-02 14:40,Monday,14,1
2023-01-02 15:30,Monday,15,1
2023-01-02 16:28,Monday,16,1
2023-01-02 17:38,Monday,17,1
2023-01-03 06:54,Tuesday,6,1
2023-01-03 07:32,Tuesday,7,1
2023-01-03 08:14,Tuesday,8,1
2023-01-03 08:49,Tuesday,8,1
2023-01-03 09:17,Tuesday,9,1
2023-01-03 09:39,Tuesday,9,1
2023-01-03 09:59,Tuesday,9,1
2023-01-03 10:14,Tuesday,10,1
2023-01-03 10:49,Tuesday,10,1
2023-01-03 10:59,Tuesday,10,1
2023-01-03 11:17,Tuesday,11,1
2023-01-03 11:43,Tuesday,11,1
2023-01-03 11:59,Tuesday,11,1
2023-01-03 12:33,Tuesday,12,1
2023-01-03 12:55,Tuesday,12,1
2023-01-03 13:50,Tuesday,13,1
2023-01-03 14:15,Tuesday,14,1
2023-01-03 15:12,Tuesday,15,1
2023-01-03 16:07,Tuesday,16,1
2023-01-03 17:56,Tuesday,17,1
2023-01-03 21:01,Tuesday,21,1
2023-01-04 03:00,Wednesday,3,1
2023-01-04 08:05,Wednesday,8,1
2023-01-04 08:37,Wednesday,8,1
2023-01-04 09:01,Wednesday,9,1
2023-01-04 09:23,Wednesday,9,1
2023-01-04 09:56,Wednesday,9,1
2023-01-04 10:32,Wednesday,10,1
2023-01-04 10:40,Wednesday,10,1
2023-01-04 11:14,Wednesday,11,1
2023-01-04 11:47,Wednesday,11,1
2023-01-04 12:29,Wednesday,12,1
2023-01-04 12:56,Wednesday,12,1
2023-01-04 13:41,Wednesday,13,1
2023-01-04 13:59,Wednesday,13,1
2023-01-04 14:52,Wednesday,14,1
2023-01-04 15:12,Wednesday,15,1
2023-01-04 15:35,Wednesday,15,1
2023-01-04 16:23,Wednesday,16,1
2023-01-04 16:54,Wednesday,16,1
2023-01-05 01:49,Thursday,1,1
2023-01-05 02:09,Thursday,2,1
2023-01-05 07:48,Thursday,7,1
2023-01-05 08:22,Thursday,8,1
2023-01-05 09:30,Thursday,9,1
2023-01-05 09:44,Thursday,9,1
2023-01-05 10:36,Thursday,10,1
2023-01-05 10:46,Thursday,10,1
2023-01-05 11:31,Thursday,11,1
2023-01-05 11:39,Thursday,11,1
2023-01-05 12:00,Thursday,12,1
2023-01-05 12:10,Thursday,12,1
2023-01-05 12:50,Thursday,12,1
2023-01-05 12:51,Thursday,12,1
2023-01-05 13:15,Thursday,13,1
2023-01-05 13:16,Thursday,13,1
2023-01-05 13:34,Thursday,13,1
2023-01-05 13:43,Thursday,13,1
2023-01-05 14:33,Thursday,14,1
2023-01-05 14:39,Thursday,14,1
2023-01-05 15:42,Thursday,15,1
2023-01-05 15:57,Thursday,15,1
2023-01-05 16:08,Thursday,16,1
2023-01-05 20:08,Thursday,20,1
2023-01-06 05:13,Friday,5,1
2023-01-06 08:11,Friday,8,1
2023-01-06 08:33,Friday,8,1
2023-01-06 08:35,Friday,8,1
2023-01-06 08:53,Friday,8,1
2023-01-06 08:55,Friday,8,1
2023-01-06 09:53,Friday,9,1
2023-01-06 09:59,Friday,9,1
2023-01-06 10:00,Friday,10,1
2023-01-06 10:45,Friday,10,1
2023-01-06 10:52,Friday,10,1
2023-01-06 11:36,Friday,11,1
2023-01-06 12:16,Friday,12,1
2023-01-06 12:19,Friday,12,1
2023-01-06 12:30,Friday,12,1
2023-01-06 12:35,Friday,12,1
2023-01-06 13:21,Friday,13,1
2023-01-06 13:34,Friday,13,1
2023-01-06 14:17,Friday,14,1
2023-01-06 14:30,Friday,14,1
2023-01-06 15:32,Friday,15,1
2023-01-06 16:03,Friday,16,1
2023-01-06 16:20,Friday,16,1
2023-01-06 22:22,Friday,22,1
2023-01-07 03:21,Saturday,3,1
2023-01-07 08:05,Saturday,8,1
2023-01-07 08:58,Saturday,8,1
2023-01-07 09:54,Saturday,9,1
2023-01-07 10:04,Saturday,10,1
2023-01-07 10:14,Saturday,10,1
2023-01-07 10:52,Saturday,10,1
2023-01-07 11:33,Saturday,11,1
2023-01-07 12:08,Saturday,12,1
2023-01-07 12:26,Saturday,12,1
2023-01-07 13:14,Saturday,13,1
2023-01-07 13:26,Saturday,13,1
2023-01-07 14:21,Saturday,14,1
2023-01-07 14:36,Saturday,14,1
2023-01-07 15:31,Saturday,15,1
2023-01-07 15:42,Saturday,15,1
2023-01-07 17:56,Saturday,17,1
2023-01-07 19:22,Saturday,19,1
2023-01-07 21:57,Saturday,21,1
2023-01-08 06:37,Sunday,6,1
2023-01-08 08:13,Sunday,8,1
2023-01-08 08:40,Sunday,8,1
2023-01-08 08:42,Sunday,8,1
2023-01-08 08:43,Sunday,8,1
2023-01-08 08:44,Sunday,8,1
2023-01-08 08:45,Sunday,8,1
2023-01-08 08:46,Sunday,8,1
2023-01-08 08:47,Sunday,8,1
2023-01-08 08:48,Sunday,8,1
2023-01-08 08:49,Sunday,8,1
2023-01-08 08:50,Sunday,8,1
2023-01-08 08:51,Sunday,8,1
2023-01-08 08:52,Sunday,8,1
2023-01-08 08:53,Sunday,8,1
2023-01-08 08:54,Sunday,8,1
2023-01-08 08:55,Sunday,8,1
2023-01-08 08:56,Sunday,8,1
2023-01-08 08:57,Sunday,8,1
2023-01-08 08:58,Sunday,8,1
2023-01-08 08:59,Sunday,8,1
2023-01-08 09:00,Sunday,9,1
2023-01-08 09:01,Sunday,9,1
2023-01-08 09:02,Sunday,9,1
2023-01-08 09:03,Sunday,9,1
2023-01-08 09:04,Sunday,9,1
2023-01-08 09:05,Sunday,9,1
2023-01-08 09:06,Sunday,9,1
2023-01-08 09:07,Sunday,9,1
2023-01-08 09:08,Sunday,9,1
2023-01-08 09:09,Sunday,9,1
2023-01-08 09:10,Sunday,9,1
2023-01-08 09:11,Sunday,9,1
2023-01-08 09:12,Sunday,9,1
2023-01-08 09:13,Sunday,9,1
2023-01-08 09:14,Sunday,9,1
2023-01-08 09:15,Sunday,9,1
2023-01-08 09:16,Sunday,9,1
2023-01-08 09:17,Sunday,9,1
2023-01-08 09:18,Sunday,9,1
2023-01-08 09:19,Sunday,9,1
2023-01-08 09:20,Sunday,9,1
2023-01-08 09:21,Sunday,9,1
2023-01-08 09:22,Sunday,9,1
2023-01-08 09:23,Sunday,9,1
2023-01-08 09:24,Sunday,9,1
2023-01-08 09:25,Sunday,9,1
2023-01-08 09:26,Sunday,9,1
2023-01-08 09:27,Sunday,9,1
2023-01-08 09:28,Sunday,9,1
2023-01-08 09:29,Sunday,9,1
2023-01-08 09:30,Sunday,9,1
2023-01-08 09:31,Sunday,9,1
2023-01-08 09:32,Sunday,9,1
2023-01-08 09:33,Sunday,9,1
2023-01-08 09:34,Sunday,9,1
2023-01-08 09:35,Sunday,9,1
2023-01-08 09:36,Sunday,9,1
2023-01-08 09:37,Sunday,9,1
2023-01-08 09:38,Sunday,9,1
2023-01-08 09:39,Sunday,9,1
2023-01-08 09:40,Sunday,9,1
2023-01-08 09:41,Sunday,9,1
2023-01-08 09:42,Sunday,9,1
2023-01-08 09:43,Sunday,9,1
2023-01-08 09:44,Sunday,9,1
2023-01-08 09:45,Sunday,9,1
2023-01-08 09:46,Sunday,9,1
2023-01-08 09:47,Sunday,9,1
2023-01-08 09:48,Sunday,9,1
2023-01-08 09:49,Sunday,9,1
2023-01-08 09:50,Sunday,9,1
2023-01-08 09:51,Sunday,9,1
2023-01-08 09:52,Sunday,9,1
2023-01-08 09:53,Sunday,9,1
2023-01-08 09:54,Sunday,9,1
2023-01-08 09:55,Sunday,9,1
2023-01-08 09:56,Sunday,9,1
2023-01-08 09:57,Sunday,9,1
2023-01-08 09:58,Sunday,9,1
2023-01-08 09:59,Sunday,9,1
2023-01-08 10:00,Sunday,10,1
2023-01-08 10:01,Sunday,10,1
2023-01-08 10:02,Sunday,10,1
2023-01-08 10:03,Sunday,10,1
2023-01-08 10:04,Sunday,10,1
2023-01-08 10:05,Sunday,10,1
2023-01-08 10:06,Sunday,10,1
2023-01-08 10:07,Sunday,10,1
2023-01-08 10:08,Sunday,10,1
2023-01-08 10:09,Sunday,10,1
2023-01-08 10:10,Sunday,10,1
2023-01-08 10:11,Sunday,10,1
2023-01-08 10:12,Sunday,10,1
2023-01-08 10:13,Sunday,10,1
2023-01-08 10:14,Sunday,10,1
2023-01-08 10:15,Sunday,10,1
2023-01-08 10:16,Sunday,10,1
2023-01-08 10:17,Sunday,10,1
2023-01-08 10:18,Sunday,10,1
2023-01-08 10:19,Sunday,10,1
2023-01-08 10:20,Sunday,10,1
2023-01-08 10:21,Sunday,10,1
2023-01-08 10:22,Sunday,10,1
2023-01-08 10:23,Sunday,10,1
2023-01-08 10:24,Sunday,10,1
2023-01-08 10:25,Sunday,10,1
2023-01-08 10:26,Sunday,10,1
2023-01-08 10:27,Sunday,10,1
2023-01-08 10:28,Sunday,10,1
2023-01-08 10:29,Sunday,10,1
2023-01-08 10:30,Sunday,10,1
2023-01-08 10:31,Sunday,10,1
2023-01-08 10:32,Sunday,10,1
2023-01-08 10:33,Sunday,10,1
2023-01-08 10:34,Sunday,10,1
2023-01-08 10:35,Sunday,10,1
2023-01-08 10:36,Sunday,10,1
2023-01-08 10:37,Sunday,10,1
2023-01-08 10:38,Sunday,10,1
2023-01-08 10:39,Sunday,10,1
2023-01-08 10:40,Sunday,10,1
2023-01-08 10:41,Sunday,10,1
2023-01-08 10:42,Sunday,10,1
2023-01-08 10:43,Sunday,10,1
2023-01-08 10:44,Sunday,10,1
2023-01-08 10:45,Sunday,10,1
2023-01-08 10:46,Sunday,10,1
2023-01-08 10:47,Sunday,10,1
2023-01-08 10:48,Sunday,10,1
2023-01-08 10:49,Sunday,10,1
2023-01-08 10:50,Sunday,10,1
2023-01-08 10:51,Sunday,10,1
2023-01-08 10:52,Sunday,10,1
2023-01-08 10:53,Sunday,10,1
2023-01-08 10:54,Sunday,10,1
2023-01-08 10:55,Sunday,10,1
2023-01-08 10:56,Sunday,10,1
2023-01-08 10:57,Sunday,10,1
2023-01-08 10:58,Sunday,10,1
2023-01-08 10:59,Sunday,10,1
2023-01-08 11:00,Sunday,11,1
2023-01-08 11:01,Sunday,11,1
2023-01-08 11:02,Sunday,11,1
2023-01-08 11:03,Sunday,11,1
2023-01-08 11:04,Sunday,11,1
2023-01-08 11:05,Sunday,11,1
2023-01-08 11:06,Sunday,11,1
2023-01-08 11:07,Sunday,11,1
2023-01-08 11:08,Sunday,11,1
2023-01-08 11:09,Sunday,11,1
2023-01-08 11:10,Sunday,11,1
2023-01-08 11:11,Sunday,11,1
2023-01-08 11:12,Sunday,11,1
2023-01-08 11:13,Sunday,11,1
2023-01-08 11:14,Sunday,11,1
2023-01-08 11:15,Sunday,11,1
2023-01-08 11:16,Sunday,11,1
2023-01-08 11:17,Sunday,11,1
2023-01-08 11:18,Sunday,11,1
2023-01-08 11:19,Sunday,11,1
2023-01-08 11:20,Sunday,11,1
2023-01-08 11:21,Sunday,11,1
2023-01-08 11:22,Sunday,11,1
2023-01-08 11:23,Sunday,11,1
2023-01-08 11:24,Sunday,11,1
2023-01-08 11:25,Sunday,11,1
2023-01-08 11:26,Sunday,11,1
2023-01-08 11:27,Sunday,11,1
2023-01-08 11:28,Sunday,11,1
2023-01-08 11:29,Sunday,11,1
2023-01-08 11:30,Sunday,11,1
2023-01-08 11:31,Sunday,11,1
2023-01-08 11:32,Sunday,11,1
2023-01-08 11:33,Sunday,11,1
2023-01-08 11:34,Sunday,11,1
2023-01-08 11:35,Sunday,11,1
2023-01-08 11:36,Sunday,11,1
2023-01-08 11:37,Sunday,11,1
2023-01-08 11:38,Sunday,11,1
2023-01-08 11:39,Sunday,11,1
2023-01-08 11:40,Sunday,11,1
2023-01-08 11:41,Sunday,11,1
2023-01-08 11:42,Sunday,11,1
2023-01-08 11:43,Sunday,11,1
2023-01-08 11:44,Sunday,11,1
2023-01-08 11:45,Sunday,11,1
2023-01-08 11:46,Sunday,11,1
2023-01-08 11:47,Sunday,11,1
2023-01-08 11:48,Sunday,11,1
2023-01-08 11:49,Sunday,11,1
2023-01-08 11:50,Sunday,11,1
2023-01-08 11:51,Sunday,11,1
2023-01-08 11:52,Sunday,11,1
2023-01-08 11:53,Sunday,11,1
2023-01-08 11:54,Sunday,11,1
2023-01-08 11:55,Sunday,11,1
2023-01-08 11:56,Sunday,11,1
2023-01-08 11:57,Sunday,11,1
2023-01-08 11:58,Sunday,11,1
2023-01-08 11:59,Sunday,11,1
2023-01-08 12:00,Sunday,12,1
2023-01-08 12:01,Sunday,12,1
2023-01-08 12:02,Sunday,12,1
2023-01-08 12:03,Sunday,12,1
2023-01-08 12:04,Sunday,12,1
2023-01-08 12:05,Sunday,12,1
2023-01-08 12:06,Sunday,12,1
2023-01-08 12:07,Sunday,12,1
2023-01-08 12:08,Sunday,12,1
2023-01-08 12:09,Sunday,12,1
2023-01-08 12:10,Sunday,12,1
2023-01-08 12:11,Sunday,12,1
2023-01-08 12:12,Sunday,12,1
2023-01-08 12:13,Sunday,12,1
2023-01-08 12:14,Sunday,12,1
2023-01-08 12:15,Sunday,12,1
2023-01-08 12:16,Sunday,12,1
2023-01-08 12:17,Sunday,12,1
2023-01-08 12:18,Sunday,12,1
2023-01-08 12:19,Sunday,12,1
2023-01-08 12:20,Sunday,12,1
2023-01-08 12:21,Sunday,12,1
2023-01-08 12:22,Sunday,12,1
2023-01-08 12:23,Sunday,12,1
2023-01-08 12:24,Sunday,12,1
2023-01-08 12:25,Sunday,12,1
2023-01-08 12:26,Sunday,12,1
2023-01-08 12:27,Sunday,12,1
2023-01-08 12:28,Sunday,12,1
2023-01-08 12:29,Sunday,12,1
2023-01-08 12:30,Sunday,12,1
2023-01-08 12:31,Sunday,12,1
2023-01-08 12:32,Sunday,12,1
2023-01-08 12:33,Sunday,12,1
2023-01-08 12:34,Sunday,12,1
2023-01-08 12:35,Sunday,12,1
2023-01-08 12:36,Sunday,12,1
2023-01-08 12:37,Sunday,12,1
2023-01-08 12:38,Sunday,12,1
2023-01-08 12:39,Sunday,12,1
2023-01-08 12:40,Sunday,12,1
2023-01-08 12:41,Sunday,12,1
2023-01-08 12:42,Sunday,12,1
2023-01-08 12:43,Sunday,12,1
2023-01-08 12:44,Sunday,12,1
2023-01-08 12:45,Sunday,12,1
2023-01-08 12:46,Sunday,12,1
2023-01-08 12:47,Sunday,12,1
2023-01-08 12:48,Sunday,12,1
2023-01-08 12:49,Sunday,12,1
2023-01-08 12:50,Sunday,12,1
2023-01-08 12:51,Sunday,12,1
2023-01-08 12:52,Sunday,12,1
2023-01-08 12:53,Sunday,12,1
2023-01-08 12:54,Sunday,12,1
2023-01-08 12:55,Sunday,12,1
2023-01-08 12:56,Sunday,12,1
2023-01-08 12:57,Sunday,12,1
2023-01-08 12:58,Sunday,12,1
2023-01-08 12:59,Sunday,12,1
2023-01-08 13:00,Sunday,13,1
2023-01-08 13:01,Sunday,13,1
2023-01-08 13:02,Sunday,13,1
2023-01-08 13:03,Sunday,13,1
2023-01-08 13:04,Sunday,13,1
2023-01-08 13:05,Sunday,13,1
2023-01-08 13:06,Sunday,13,1
2023-01-08 13:07,Sunday,13,1
2023-01-08 13:08,Sunday,13,1
2023-01-08 13:09,Sunday,13,1
2023-01-08 13:10,Sunday,13,1
2023-01-08 13:11,Sunday,13,1
2023-01-08 13:12,Sunday,13,1
2023-01-08 13:13,Sunday,13,1
2023-01-08 13:14,Sunday,13,1
2023-01-08 13:15,Sunday,13,1
2023-01-08 13:16,Sunday,13,1
2023-01-08 13:17,Sunday,13,1
2023-01-08 13:18,Sunday,13,1
2023-01-08 13:19,Sunday,13,1
2023-01-08 13:20,Sunday,13,1
2023-01-08 13:21,Sunday,13,1
2023-01-08 13:22,Sunday,13,1
2023-01-08 13:23,Sunday,13,1
2023-01-08 13:24,Sunday,13,1
2023-01-08 13:25,Sunday,13,1
2023-01-08 13:26,Sunday,13,1
2023-01-08 13:27,Sunday,13,1
2023-01-08 13:28,Sunday,13,1
2023-01-08 13:29,Sunday,13,1
2023-01-08 13:30,Sunday,13,1
2023-01-08 13:31,Sunday,13,1
2023-01-08 13:32,Sunday,13,1
2023-01-08 13:33,Sunday,13,1
2023-01-08 13:34,Sunday,13,1
2023-01-08 13:35,Sunday,13,1
2023-01-08 13:36,Sunday,13,1
2023-01-08 13:37,Sunday,13,1
2023-01-08 13:38,Sunday,13,1
2023-01-08 13:39,Sunday,13,1
2023-01-08 13:40,Sunday,13,1
2023-01-08 13:41,Sunday,13,1
2023-01-08 13:42,Sunday,13,1
2023-01-08 13:43,Sunday,13,1
2023-01-08 13:44,Sunday,13,1
2023-01-08 13:45,Sunday,13,1
2023-01-08 13:46,Sunday,13,1
2023-01-08 13:47,Sunday,13,1
2023-01-08 13:48,Sunday,13,1
2023-01-08 13:49,Sunday,13,1
2023-01-08 13:50,Sunday,13,1
2023-01-08 13:51,Sunday,13,1
2023-01-08 13:52,Sunday,13,1
2023-01-08 13:53,Sunday,13,1
2023-01-08 13:54,Sunday,13,1
2023-01-08 13:55,Sunday,13,1
2023-01-08 13:56,Sunday,13,1
2023-01-08 13:57,Sunday,13,1
2023-01-08 13:58,Sunday,13,1
2023-01-08 13:59,Sunday,13,1
2023-01-08 14:00,Sunday,14,1
2023-01-08 14:01,Sunday,14,1
2023-01-08 14:02,Sunday,14,1
2023-01-08 14:03,Sunday,14,1
2023-01-08 14:04,Sunday,14,1
2023-01-08 14:05,Sunday,14,1
2023-01-08 14:06,Sunday,14,1
2023-01-08 14:07,Sunday,14,1
2023-01-08 14:08,Sunday,14,1
2023-01-08 14:09,Sunday,14,1
2023-01-08 14:10,Sunday,14,1
2023-01-08 14:11,Sunday,14,1
2023-01-08 14:12,Sunday,14,1
2023-01-08 14:13,Sunday,14,1
2023-01-08 14:14,Sunday,14,1
2023-01-08 14:15,Sunday,14,1
2023-01-08 14:16,Sunday,14,1
2023-01-08 14:17,Sunday,14,1
2023-01-08 14:18,Sunday,14,1
2023-01-08 14:19,Sunday,14,1
2023-01-08 14:20,Sunday,14,1
2023-01-08 14:21,Sunday,14,1
2023-01-08 14:22,Sunday,14,1
2023-01-08 14:23,Sunday,14,1
2023-01-08 14:24,Sunday,14,1
2023-01-08 14:25,Sunday,14,1
2023-01-08 14:26,Sunday,14,1
2023-01-08 14:27,Sunday,14,1
2023-01-08 14:28,Sunday,14,1
2023-01-08 14:29,Sunday,14,1
2023-01-08 14:30,Sunday,14,1
2023-01-08 14:31,Sunday,14,1
2023-01-08 14:32,Sunday,14,1
2023-01-08 14:33,Sunday,14,1
2023-01-08 14:34,Sunday,14,1
2023-01-08 14:35,Sunday,14,1
2023-01-08 14:36,Sunday,14,1
2023-01-08 14:37,Sunday,14,1
2023-01-08 14:38,Sunday,14,1
2023-01-08 14:39,Sunday,14,1
2023-01-08 14:40,Sunday,14,1
2023-01-08 14:41,Sunday,14,1
2023-01-08 14:42,Sunday,14,1
2023-01-08 14:43,Sunday,14,1
2023-01-08 14:44,Sunday,14,1
2023-01-08 14:45,Sunday,14,1
2023-01-08 14:46,Sunday,14,1
2023-01-08 14:47,Sunday,14,1
2023-01-08 14:48,Sunday,14,1
2023-01-08 14:49,Sunday,14,1
2023-01-08 14:50,Sunday,14,1
2023-01-08 14:51,Sunday,14,1
2023-01-08 14:52,Sunday,14,1
2023-01-08 14:53,Sunday,14,1
2023-01-08 14:54,Sunday,14,1
2023-01-08 14:55,Sunday,14,1
2023-01-08 14:56,Sunday,14,1
2023-01-08 14:57,Sunday,14,1
2023-01-08 14:58,Sunday,14,1
2023-01-08 14:59,Sunday,14,1
2023-01-08 15:00,Sunday,15,1
2023-01-08 15:01,Sunday,15,1
2023-01-08 15:02,Sunday,15,1
2023-01-08 15:03,Sunday,15,1
2023-01-08 15:04,Sunday,15,1
2023-01-08 15:05,Sunday,15,1
2023-01-08 15:06,Sunday,15,1
2023-01-08 15:07,Sunday,15,1
2023-01-08 15:08,Sunday,15,1
2023-01-08 15:09,Sunday,15,1
2023-01-08 15:10,Sunday,15,1
2023-01-08 15:11,Sunday,15,1
2023-01-08 15:12,Sunday,15,1
2023-01-08 15:13,Sunday,15,1
2023-01-08 15:14,Sunday,15,1
2023-01-08 15:15,Sunday,15,1
2023-01-08 15:16,Sunday,15,1
2023-01-08 15:17,Sunday,15,1
