Time,Day,Hour,K_Value
2023-01-02 12:51,Monday,12,1
2023-01-02 13:19,Monday,13,1
2023-01-02 13:46,Monday,13,1
2023-01-02 14:13,Monday,14,1
2023-01-02 14:50,Monday,14,1
2023-01-02 15:40,Monday,15,1
2023-01-02 16:43,Monday,16,1
2023-01-02 19:10,Monday,19,1
2023-01-03 06:20,Tuesday,6,1
2023-01-03 07:41,Tuesday,7,1
2023-01-03 08:17,Tuesday,8,1
2023-01-03 08:47,Tuesday,8,1
2023-01-03 09:20,Tuesday,9,1
2023-01-03 09:49,Tuesday,9,1
2023-01-03 10:02,Tuesday,10,1
2023-01-03 10:29,Tuesday,10,1
2023-01-03 10:46,Tuesday,10,1
2023-01-03 11:05,Tuesday,11,1
2023-01-03 11:40,Tuesday,11,1
2023-01-03 11:53,Tuesday,11,1
2023-01-03 12:36,Tuesday,12,1
2023-01-03 12:44,Tuesday,12,1
2023-01-03 13:27,Tuesday,13,1
2023-01-03 13:49,Tuesday,13,1
2023-01-03 14:14,Tuesday,14,1
2023-01-03 14:50,Tuesday,14,1
2023-01-03 15:18,Tuesday,15,1
2023-01-03 15:43,Tuesday,15,1
2023-01-03 16:30,Tuesday,16,1
2023-01-03 17:16,Tuesday,17,1
2023-01-03 22:08,Tuesday,22,1
2023-01-04 07:13,Wednesday,7,1
2023-01-04 07:14,Wednesday,7,1
2023-01-04 08:41,Wednesday,8,1
2023-01-04 08:48,Wednesday,8,1
2023-01-04 09:16,Wednesday,9,1
2023-01-04 09:34,Wednesday,9,1
2023-01-04 10:26,Wednesday,10,1
2023-01-04 10:34,Wednesday,10,1
2023-01-04 11:16,Wednesday,11,1
2023-01-04 11:24,Wednesday,11,1
2023-01-04 11:39,Wednesday,11,1
2023-01-04 12:17,Wednesday,12,1
2023-01-04 12:30,Wednesday,12,1
2023-01-04 12:43,Wednesday,12,1
2023-01-04 13:11,Wednesday,13,1
2023-01-04 13:19,Wednesday,13,1
2023-01-04 13:22,Wednesday,13,1
2023-01-04 14:06,Wednesday,14,1
2023-01-04 14:18,Wednesday,14,1
2023-01-04 14:47,Wednesday,14,1
2023-01-04 14:54,Wednesday,14,1
2023-01-04 15:28,Wednesday,15,1
2023-01-04 15:39,Wednesday,15,1
2023-01-04 17:04,Wednesday,17,1
2023-01-05 01:28,Thursday,1,1
2023-01-05 07:22,Thursday,7,1
2023-01-05 08:07,Thursday,8,1
2023-01-05 08:08,Thursday,8,1
2023-01-05 09:09,Thursday,9,1
2023-01-05 09:38,Thursday,9,1
2023-01-05 09:39,Thursday,9,1
2023-01-05 10:32,Thursday,10,1
2023-01-05 10:40,Thursday,10,1
2023-01-05 11:21,Thursday,11,1
2023-01-05 11:30,Thursday,11,1
2023-01-05 11:33,Thursday,11,1
2023-01-05 12:17,Thursday,12,1
2023-01-05 12:20,Thursday,12,1
2023-01-05 13:04,Thursday,13,1
2023-01-05 13:11,Thursday,13,1
2023-01-05 13:20,Thursday,13,1
2023-01-05 14:01,Thursday,14,1
2023-01-05 14:50,Thursday,14,1
2023-01-05 15:01,Thursday,15,1
2023-01-05 15:38,Thursday,15,1
2023-01-05 15:42,Thursday,15,1
2023-01-05 16:21,Thursday,16,1
2023-01-05 16:22,Thursday,16,1
2023-01-05 21:22,Thursday,21,1
2023-01-05 21:23,Thursday,21,1
2023-01-06 04:41,Friday,4,1
2023-01-06 07:57,Friday,7,1
2023-01-06 08:36,Friday,8,1
2023-01-06 09:36,Friday,9,1
2023-01-06 09:47,Friday,9,1
2023-01-06 10:10,Friday,10,1
2023-01-06 10:15,Friday,10,1
2023-01-06 11:05,Friday,11,1
2023-01-06 11:13,Friday,11,1
2023-01-06 11:20,Friday,11,1
2023-01-06 12:01,Friday,12,1
2023-01-06 12:15,Friday,12,1
2023-01-06 12:27,Friday,12,1
2023-01-06 13:05,Friday,13,1
2023-01-06 13:17,Friday,13,1
2023-01-06 13:22,Friday,13,1
2023-01-06 13:31,Friday,13,1
2023-01-06 13:34,Friday,13,1
2023-01-06 13:35,Friday,13,1
2023-01-06 14:20,Friday,14,1
2023-01-06 14:25,Friday,14,1
2023-01-06 15:29,Friday,15,1
2023-01-06 16:37,Friday,16,1
2023-01-06 21:49,Friday,21,1
2023-01-06 23:04,Friday,23,1
2023-01-07 05:08,Saturday,5,1
2023-01-07 08:03,Saturday,8,1
2023-01-07 09:01,Saturday,9,1
2023-01-07 09:14,Saturday,9,1
2023-01-07 10:03,Saturday,10,1
2023-01-07 10:14,Saturday,10,1
2023-01-07 10:26,Saturday,10,1
2023-01-07 11:04,Saturday,11,1
2023-01-07 11:39,Saturday,11,1
2023-01-07 11:50,Saturday,11,1
2023-01-07 12:31,Saturday,12,1
2023-01-07 12:41,Saturday,12,1
2023-01-07 12:45,Saturday,12,1
2023-01-07 12:59,Saturday,12,1
2023-01-07 13:41,Saturday,13,1
2023-01-07 13:45,Saturday,13,1
2023-01-07 14:36,Saturday,14,1
2023-01-07 14:42,Saturday,14,1
2023-01-07 15:46,Saturday,15,1
2023-01-07 16:03,Saturday,16,1
2023-01-07 16:30,Saturday,16,1
2023-01-07 21:06,Saturday,21,1
2023-01-08 03:40,Sunday,3,1
2023-01-08 07:21,Sunday,7,1
2023-01-08 08:35,Sunday,8,1
2023-01-08 08:46,Sunday,8,1
2023-01-08 08:48,Sunday,8,1
2023-01-08 09:41,Sunday,9,1
2023-01-08 10:22,Sunday,10,1
2023-01-08 10:41,Sunday,10,1
2023-01-08 10:48,Sunday,10,1
2023-01-08 10:56,Sunday,10,1
2023-01-08 11:39,Sunday,11,1
2023-01-08 12:14,Sunday,12,1
2023-01-08 12:44,Sunday,12,1
2023-01-08 13:06,Sunday,13,1
2023-01-08 13:15,Sunday,13,1
2023-01-08 13:25,Sunday,13,1
2023-01-08 13:26,Sunday,13,1
2023-01-08 14:08,Sunday,14,1
2023-01-08 14:17,Sunday,14,1
2023-01-08 15:16,Sunday,15,1
2023-01-08 15:26,Sunday,15,1
2023-01-08 16:46,Sunday,16,1
2023-01-08 17:16,Sunday,17,1
2023-01-08 17:22,Sunday,17,1
2023-01-08 22:28,Sunday,22,1
