Time,Day,Hour,K_Value
2023-01-04 21:13,Wednesday,21,1
2023-01-05 01:33,Thursday,1,1
2023-01-05 05:21,Thursday,5,1
2023-01-05 08:08,Thursday,8,1
2023-01-05 09:42,Thursday,9,1
2023-01-05 10:54,Thursday,10,1
2023-01-05 12:01,Thursday,12,1
2023-01-05 13:29,Thursday,13,1
2023-01-05 15:19,Thursday,15,1
2023-01-05 17:42,Thursday,17,1
2023-01-05 21:42,Thursday,21,1
2023-01-06 01:37,Friday,1,1
2023-01-06 05:23,Friday,5,1
2023-01-06 07:57,Friday,7,1
2023-01-06 09:14,Friday,9,1
2023-01-06 10:26,Friday,10,1
2023-01-06 11:38,Friday,11,1
2023-01-06 12:58,Friday,12,1
2023-01-06 14:49,Friday,14,1
2023-01-06 17:09,Friday,17,1
2023-01-06 20:23,Friday,20,1
2023-01-06 23:36,Friday,23,1
2023-01-07 00:07,Saturday,0,1
2023-01-07 00:38,Saturday,0,1
2023-01-07 01:08,Saturday,1,1
2023-01-07 01:38,Saturday,1,1
2023-01-07 02:08,Saturday,2,1
2023-01-07 02:38,Saturday,2,1
2023-01-07 03:08,Saturday,3,1
2023-01-07 03:38,Saturday,3,1
2023-01-07 04:08,Saturday,4,1
2023-01-07 04:38,Saturday,4,1
2023-01-07 05:08,Saturday,5,1
2023-01-07 05:38,Saturday,5,1
2023-01-07 06:08,Saturday,6,1
2023-01-07 06:38,Saturday,6,1
2023-01-07 07:08,Saturday,7,1
2023-01-07 07:38,Saturday,7,1
2023-01-07 08:08,Saturday,8,1
2023-01-07 08:38,Saturday,8,1
2023-01-08 12:09,Sunday,12,1
2023-01-08 13:14,Sunday,13,1
2023-01-08 14:30,Sunday,14,1
2023-01-08 16:05,Sunday,16,1
2023-01-08 18:46,Sunday,18,1
2023-01-08 22:04,Sunday,22,1
